,Variable,Year,Province,Value,Admin_Lvl,Region,Unit
7668,Poverty Incidence among Families (%),2027,Region I,12.568891419409761,Region,Region I,%
7669,Poverty Incidence among Families (%),2024,Region II,13.64007661745332,Region,Region II,%
7670,Poverty Incidence among Families (%),2027,Region II,14.020538629889735,Region,Region II,%
7671,Poverty Incidence among Families (%),2024,Region III,9.967135954261042,Region,Region III,%
7672,Poverty Incidence among Families (%),2027,Region III,8.690498142410199,Region,Region III,%
7673,Poverty Incidence among Families (%),2024,Region IV-A,7.489295621801326,Region,Region IV-A,%
7674,Poverty Incidence among Families (%),2027,Region IV-A,7.489295621801326,Region,Region IV-A,%
7675,Poverty Incidence among Families (%),2024,Region IV-B,29.203548964802266,Region,Region IV-B,%
7676,Poverty Incidence among Families (%),2027,Region IV-B,24.24993083567389,Region,Region IV-B,%
7677,Poverty Incidence among Families (%),2024,Region IX,30.31370399536079,Region,Region IX,%
7678,Poverty Incidence among Families (%),2027,Region IX,32.467233876350434,Region,Region IX,%
7679,Poverty Incidence among Families (%),2024,Region V,36.283289129168985,Region,Region V,%
7680,Poverty Incidence among Families (%),2027,Region V,33.641056800194974,Region,Region V,%
7681,Poverty Incidence among Families (%),2024,Region VI,24.097228390591827,Region,Region VI,%
7682,Poverty Incidence among Families (%),2027,Region VI,20.309814154466288,Region,Region VI,%
7683,Poverty Incidence among Families (%),2024,Region VII,24.289244881315692,Region,Region VII,%
7684,Poverty Incidence among Families (%),2027,Region VII,24.289244881315692,Region,Region VII,%
7685,Poverty Incidence among Families (%),2024,Region VIII,34.801092560824756,Region,Region VIII,%
7686,Poverty Incidence among Families (%),2027,Region VIII,32.74179242714277,Region,Region VIII,%
7687,Poverty Incidence among Families (%),2024,Region X,17.507406818175557,Region,Region X,%
7688,Poverty Incidence among Families (%),2027,Region X,16.977051571522438,Region,Region X,%
7689,Poverty Incidence among Families (%),2024,Region XI,21.465191910929903,Region,Region XI,%
7690,Poverty Incidence among Families (%),2027,Region XI,24.423884128276853,Region,Region XI,%
7691,Poverty Incidence among Families (%),2024,Region XII,28.890430976869105,Region,Region XII,%
7692,Poverty Incidence among Families (%),2027,Region XII,28.890430976869105,Region,Region XII,%
7693,Poverty Incidence among Families (%),2024,Rizal,3.9978067799347183,Province,Region IV-A,%
7694,Poverty Incidence among Families (%),2027,Rizal,3.9978067799347183,Province,Region IV-A,%
7695,Poverty Incidence among Families (%),2024,Romblon,30.485487187935103,Province,Region IV-B,%
7696,Poverty Incidence among Families (%),2027,Romblon,30.485487187935103,Province,Region IV-B,%
7697,Poverty Incidence among Families (%),2024,Sarangani,42.902237704844325,Province,Region XII,%
7698,Poverty Incidence among Families (%),2027,Sarangani,42.902237704844325,Province,Region XII,%
7699,Poverty Incidence among Families (%),2024,Siquijor,19.63068184652087,Province,Region VII,%
7700,Poverty Incidence among Families (%),2027,Siquijor,19.63068184652087,Province,Region VII,%
7701,Poverty Incidence among Families (%),2024,Sorsogon,28.906221330112853,Province,Region V,%
7702,Poverty Incidence among Families (%),2027,Sorsogon,28.906221330112853,Province,Region V,%
7703,Poverty Incidence among Families (%),2024,South Cotabato,24.923979952773863,Province,Region XII,%
7704,Poverty Incidence among Families (%),2027,South Cotabato,25.312919067641975,Province,Region XII,%
7705,Poverty Incidence among Families (%),2024,Southern Leyte,25.924899987548,Province,Region VIII,%
7706,Poverty Incidence among Families (%),2027,Southern Leyte,25.924899987548,Province,Region VIII,%
7707,Poverty Incidence among Families (%),2024,Sultan Kudarat,22.253187017556332,Province,Region XII,%
7708,Poverty Incidence among Families (%),2027,Sultan Kudarat,21.760262657675042,Province,Region XII,%
7709,Poverty Incidence among Families (%),2024,Sulu,44.231845741603884,Province,ARMM,%
7710,Poverty Incidence among Families (%),2027,Sulu,43.549721871857095,Province,ARMM,%
7711,Poverty Incidence among Families (%),2024,Surigao Del Norte,27.046018804450338,Province,Region XIII,%
7712,Poverty Incidence among Families (%),2027,Surigao Del Norte,28.15598024621104,Province,Region XIII,%
7713,Poverty Incidence among Families (%),2024,Surigao Del Sur,30.180167045101374,Province,Region XIII,%
7714,Poverty Incidence among Families (%),2027,Surigao Del Sur,30.180167045101374,Province,Region XIII,%
7715,Poverty Incidence among Families (%),2024,Tarlac,12.646134253703622,Province,Region III,%
7716,Poverty Incidence among Families (%),2027,Tarlac,12.646134253703622,Province,Region III,%
7717,Poverty Incidence among Families (%),2024,Tawi-tawi,23.0412747719387,Province,ARMM,%
7718,Poverty Incidence among Families (%),2027,Tawi-tawi,23.0412747719387,Province,ARMM,%
7719,Poverty Incidence among Families (%),2024,Western Samar,33.2827150961186,Province,Region VIII,%
7720,Poverty Incidence among Families (%),2027,Western Samar,33.2827150961186,Province,Region VIII,%
7721,Poverty Incidence among Families (%),2024,Zambales,12.898934812128305,Province,Region III,%
7722,Poverty Incidence among Families (%),2027,Zambales,12.898934812128305,Province,Region III,%
7723,Poverty Incidence among Families (%),2024,Zamboanga Sibugay,30.893284508786195,Province,Region IX,%
7724,Poverty Incidence among Families (%),2027,Zamboanga Sibugay,31.57859340169303,Province,Region IX,%
7725,Poverty Incidence among Families (%),2024,Zamboanga del Norte,46.45609831281689,Province,Region IX,%
7726,Poverty Incidence among Families (%),2027,Zamboanga del Norte,46.45609831281689,Province,Region IX,%
7727,Poverty Incidence among Families (%),2024,Zamboanga del Sur,17.4570401846858,Province,Region IX,%
7728,Poverty Incidence among Families (%),2027,Zamboanga del Sur,18.256306982410837,Province,Region IX,%
7729,Magnitude of Poor Families,2024,1st District,9406.788001828723,District,NCR, families
7730,Magnitude of Poor Families,2027,1st District,9406.788001828723,District,NCR, families
7731,Annual Per Capita Poverty Threshold (in Pesos),2024,1st District,30922.92164331643,District,NCR, PHP
7732,Annual Per Capita Poverty Threshold (in Pesos),2027,1st District,27876.084383458485,District,NCR, PHP
7733,Annual Per Capita Poverty Threshold (in Pesos),2024,2nd District,30922.92164331643,District,NCR, PHP
7734,Annual Per Capita Poverty Threshold (in Pesos),2027,2nd District,27876.084383458485,District,NCR, PHP
7735,Annual Per Capita Poverty Threshold (in Pesos),2024,3rd District,30922.92164331643,District,NCR, PHP
7736,Annual Per Capita Poverty Threshold (in Pesos),2027,3rd District,27876.084383458485,District,NCR, PHP
7737,Annual Per Capita Poverty Threshold (in Pesos),2024,4th District,30922.92164331643,District,NCR, PHP
7738,Annual Per Capita Poverty Threshold (in Pesos),2027,4th District,27876.084383458485,District,NCR, PHP
7739,Annual Per Capita Poverty Threshold (in Pesos),2024,ARMM,23417.736263053874,Region,ARMM, PHP
7740,Annual Per Capita Poverty Threshold (in Pesos),2027,ARMM,22715.928929131303,Region,ARMM, PHP
7741,Annual Per Capita Poverty Threshold (in Pesos),2024,Abra,31303.65008573499,Province,CAR, PHP
7742,Annual Per Capita Poverty Threshold (in Pesos),2027,Abra,27540.995496257314,Province,CAR, PHP
7743,Annual Per Capita Poverty Threshold (in Pesos),2024,Agusan del Norte,24239.313791664892,Province,Region XIII, PHP
7744,Annual Per Capita Poverty Threshold (in Pesos),2027,Agusan del Norte,23526.181609170773,Province,Region XIII, PHP
7745,Annual Per Capita Poverty Threshold (in Pesos),2024,Agusan del Sur,24473.472509263822,Province,Region XIII, PHP
7746,Annual Per Capita Poverty Threshold (in Pesos),2027,Agusan del Sur,23816.602468829646,Province,Region XIII, PHP
7747,Annual Per Capita Poverty Threshold (in Pesos),2024,Aklan,25513.76573019616,Province,Region VI, PHP
7748,Annual Per Capita Poverty Threshold (in Pesos),2027,Aklan,23468.236620487132,Province,Region VI, PHP
7749,Annual Per Capita Poverty Threshold (in Pesos),2024,Albay,25170.613151493963,Province,Region V, PHP
7750,Annual Per Capita Poverty Threshold (in Pesos),2027,Albay,22576.59736248605,Province,Region V, PHP
7751,Annual Per Capita Poverty Threshold (in Pesos),2024,Antique,23453.390688697753,Province,Region VI, PHP
7752,Annual Per Capita Poverty Threshold (in Pesos),2027,Antique,22752.18147239815,Province,Region VI, PHP
7753,Annual Per Capita Poverty Threshold (in Pesos),2024,Apayao,31257.677668639782,Province,CAR, PHP
7754,Annual Per Capita Poverty Threshold (in Pesos),2027,Apayao,32370.417075937323,Province,CAR, PHP
7755,Annual Per Capita Poverty Threshold (in Pesos),2024,Aurora,35884.9509829421,Province,Region III, PHP
7756,Annual Per Capita Poverty Threshold (in Pesos),2027,Aurora,33910.14465197481,Province,Region III, PHP
7757,Annual Per Capita Poverty Threshold (in Pesos),2024,Basilan,23538.7636830454,Province,ARMM, PHP
7758,Annual Per Capita Poverty Threshold (in Pesos),2027,Basilan,22844.983083259925,Province,ARMM, PHP
7759,Annual Per Capita Poverty Threshold (in Pesos),2024,Bataan,23478.665790318108,Province,Region III, PHP
7760,Annual Per Capita Poverty Threshold (in Pesos),2027,Bataan,20235.71176151547,Province,Region III, PHP
7761,Annual Per Capita Poverty Threshold (in Pesos),2024,Batanes,20964.426534311966,Province,Region II, PHP
7762,Annual Per Capita Poverty Threshold (in Pesos),2027,Batanes,20489.05086625376,Province,Region II, PHP
7763,Annual Per Capita Poverty Threshold (in Pesos),2024,Batangas,24975.88705174599,Province,Region IV-A, PHP
7764,Annual Per Capita Poverty Threshold (in Pesos),2027,Batangas,23977.99448360938,Province,Region IV-A, PHP
7765,Annual Per Capita Poverty Threshold (in Pesos),2024,Benguet,36275.424576192265,Province,CAR, PHP
7766,Annual Per Capita Poverty Threshold (in Pesos),2027,Benguet,38423.60112703373,Province,CAR, PHP
7767,Annual Per Capita Poverty Threshold (in Pesos),2024,Biliran,33391.33880314625,Province,Region VIII, PHP
7768,Annual Per Capita Poverty Threshold (in Pesos),2027,Biliran,32383.543283276726,Province,Region VIII, PHP
7769,Annual Per Capita Poverty Threshold (in Pesos),2024,Bohol,20559.65258306856,Province,Region VII, PHP
7770,Annual Per Capita Poverty Threshold (in Pesos),2027,Bohol,18710.368102894492,Province,Region VII, PHP
7771,Annual Per Capita Poverty Threshold (in Pesos),2024,Bukidnon,25279.638318497804,Province,Region X, PHP
7772,Annual Per Capita Poverty Threshold (in Pesos),2027,Bukidnon,24522.214784522916,Province,Region X, PHP
7773,Annual Per Capita Poverty Threshold (in Pesos),2024,Bulacan,27186.242586720553,Province,Region III, PHP
7774,Annual Per Capita Poverty Threshold (in Pesos),2027,Bulacan,25373.585705041543,Province,Region III, PHP
7775,Annual Per Capita Poverty Threshold (in Pesos),2024,CAR,35348.86927334278,Region,CAR, PHP
7776,Annual Per Capita Poverty Threshold (in Pesos),2027,CAR,36169.72522145288,Region,CAR, PHP
7777,Annual Per Capita Poverty Threshold (in Pesos),2024,Cagayan,23999.68681602864,Province,Region II, PHP
7778,Annual Per Capita Poverty Threshold (in Pesos),2027,Cagayan,21763.24140326328,Province,Region II, PHP
7779,Annual Per Capita Poverty Threshold (in Pesos),2024,Camarines Norte,24782.073090208516,Province,Region V, PHP
7780,Annual Per Capita Poverty Threshold (in Pesos),2027,Camarines Norte,21848.613823160005,Province,Region V, PHP
7781,Annual Per Capita Poverty Threshold (in Pesos),2024,Camarines Sur,30527.9499076187,Province,Region V, PHP
7782,Annual Per Capita Poverty Threshold (in Pesos),2027,Camarines Sur,28518.429559015432,Province,Region V, PHP
7783,Annual Per Capita Poverty Threshold (in Pesos),2024,Camiguin,21199.805788088615,Province,Region X, PHP
7784,Annual Per Capita Poverty Threshold (in Pesos),2027,Camiguin,21199.805788088615,Province,Region X, PHP
7785,Annual Per Capita Poverty Threshold (in Pesos),2024,Capiz,23474.457024597898,Province,Region VI, PHP
7786,Annual Per Capita Poverty Threshold (in Pesos),2027,Capiz,22820.004473320045,Province,Region VI, PHP
7787,Annual Per Capita Poverty Threshold (in Pesos),2024,Region XIII,24105.91341975035,Region,Region XIII, PHP
7788,Annual Per Capita Poverty Threshold (in Pesos),2027,Region XIII,23480.53801293415,Region,Region XIII, PHP
7789,Annual Per Capita Poverty Threshold (in Pesos),2024,Catanduanes,34702.16801293136,Province,Region V, PHP
7790,Annual Per Capita Poverty Threshold (in Pesos),2027,Catanduanes,35752.11845122367,Province,Region V, PHP
7791,Annual Per Capita Poverty Threshold (in Pesos),2024,Cavite,52544.26886661543,Province,Region IV-A, PHP
7792,Annual Per Capita Poverty Threshold (in Pesos),2027,Cavite,54711.66986219046,Province,Region IV-A, PHP
7793,Annual Per Capita Poverty Threshold (in Pesos),2024,Cebu,21515.771848934168,Province,Region VII, PHP
7794,Annual Per Capita Poverty Threshold (in Pesos),2027,Cebu,21172.559060076288,Province,Region VII, PHP
7795,Annual Per Capita Poverty Threshold (in Pesos),2024,Compostela Valley,21673.55024546885,Province,Region XI, PHP
7796,Annual Per Capita Poverty Threshold (in Pesos),2027,Compostela Valley,21673.55024546885,Province,Region XI, PHP
7797,Annual Per Capita Poverty Threshold (in Pesos),2024,Cotabato City,28963.718799242535,Province,Region XII, PHP
7798,Annual Per Capita Poverty Threshold (in Pesos),2027,Cotabato City,27875.063540205254,Province,Region XII, PHP
7799,Annual Per Capita Poverty Threshold (in Pesos),2024,Davao Oriental,20015.58968710629,Province,Region XI, PHP
7800,Annual Per Capita Poverty Threshold (in Pesos),2027,Davao Oriental,16728.210543836554,Province,Region XI, PHP
7801,Annual Per Capita Poverty Threshold (in Pesos),2024,Davao del Norte,22101.95168422685,Province,Region XI, PHP
7802,Annual Per Capita Poverty Threshold (in Pesos),2027,Davao del Norte,22101.95168422685,Province,Region XI, PHP
7803,Annual Per Capita Poverty Threshold (in Pesos),2024,Davao del Sur,35085.29332682051,Province,Region XI, PHP
7804,Annual Per Capita Poverty Threshold (in Pesos),2027,Davao del Sur,34295.18081260813,Province,Region XI, PHP
7805,Annual Per Capita Poverty Threshold (in Pesos),2024,Eastern Samar,17974.56517569376,Province,Region VIII, PHP
7806,Annual Per Capita Poverty Threshold (in Pesos),2027,Eastern Samar,16380.918852978743,Province,Region VIII, PHP
7807,Annual Per Capita Poverty Threshold (in Pesos),2024,Guimaras,19034.9123571425,Province,Region VI, PHP
7808,Annual Per Capita Poverty Threshold (in Pesos),2027,Guimaras,15672.442863503093,Province,Region VI, PHP
7809,Annual Per Capita Poverty Threshold (in Pesos),2024,Ifugao,23523.94630674581,Province,CAR, PHP
7810,Annual Per Capita Poverty Threshold (in Pesos),2027,Ifugao,19852.556987036904,Province,CAR, PHP
7811,Annual Per Capita Poverty Threshold (in Pesos),2024,Ilocos Norte,23243.235317929044,Province,Region I, PHP
7812,Annual Per Capita Poverty Threshold (in Pesos),2027,Ilocos Norte,22055.407124966066,Province,Region I, PHP
7813,Annual Per Capita Poverty Threshold (in Pesos),2024,Ilocos Sur,27904.176866032976,Province,Region I, PHP
7814,Annual Per Capita Poverty Threshold (in Pesos),2027,Ilocos Sur,26866.448878997082,Province,Region I, PHP
7815,Annual Per Capita Poverty Threshold (in Pesos),2024,Iloilo,20042.54659466035,Province,Region VI, PHP
7816,Annual Per Capita Poverty Threshold (in Pesos),2027,Iloilo,16322.944369869463,Province,Region VI, PHP
7817,Annual Per Capita Poverty Threshold (in Pesos),2024,Isabela,37641.07390231529,Province,Region II, PHP
7818,Annual Per Capita Poverty Threshold (in Pesos),2027,Isabela,38511.79210997488,Province,Region II, PHP
7819,Annual Per Capita Poverty Threshold (in Pesos),2024,Isabela City,20045.06200108451,Province,Region IX, PHP
7820,Annual Per Capita Poverty Threshold (in Pesos),2027,Isabela City,20045.06200108451,Province,Region IX, PHP
7821,Annual Per Capita Poverty Threshold (in Pesos),2024,Kalinga,20008.57428473579,Province,CAR, PHP
7822,Annual Per Capita Poverty Threshold (in Pesos),2027,Kalinga,17460.81777672977,Province,CAR, PHP
7823,Annual Per Capita Poverty Threshold (in Pesos),2024,La Union,23422.55824558759,Province,Region I, PHP
7824,Annual Per Capita Poverty Threshold (in Pesos),2027,La Union,22542.47441603179,Province,Region I, PHP
7825,Annual Per Capita Poverty Threshold (in Pesos),2024,Laguna,26020.800216070846,Province,Region IV-A, PHP
7826,Annual Per Capita Poverty Threshold (in Pesos),2027,Laguna,25151.94006371841,Province,Region IV-A, PHP
7827,Annual Per Capita Poverty Threshold (in Pesos),2024,Lanao del Norte,38308.21297588622,Province,Region X, PHP
7828,Annual Per Capita Poverty Threshold (in Pesos),2027,Lanao del Norte,40477.70892312555,Province,Region X, PHP
7829,Annual Per Capita Poverty Threshold (in Pesos),2024,Lanao del Sur,24070.751472855554,Province,ARMM, PHP
7830,Annual Per Capita Poverty Threshold (in Pesos),2027,Lanao del Sur,23513.15485603218,Province,ARMM, PHP
7831,Annual Per Capita Poverty Threshold (in Pesos),2024,Leyte,24050.156242242363,Province,Region VIII, PHP
7832,Annual Per Capita Poverty Threshold (in Pesos),2027,Leyte,23423.752667794717,Province,Region VIII, PHP
7833,Annual Per Capita Poverty Threshold (in Pesos),2024,Maguindanao,21301.853370184643,Province,ARMM, PHP
7834,Annual Per Capita Poverty Threshold (in Pesos),2027,Maguindanao,19082.27904337121,Province,ARMM, PHP
7835,Annual Per Capita Poverty Threshold (in Pesos),2024,Marinduque,22363.930010905482,Province,Region IV-B, PHP
7836,Annual Per Capita Poverty Threshold (in Pesos),2027,Marinduque,18962.000575735827,Province,Region IV-B, PHP
7837,Annual Per Capita Poverty Threshold (in Pesos),2024,Masbate,25339.224545042085,Province,Region V, PHP
7838,Annual Per Capita Poverty Threshold (in Pesos),2027,Masbate,23560.768757546262,Province,Region V, PHP
7839,Annual Per Capita Poverty Threshold (in Pesos),2024,Misamis Occidental,38885.33823033417,Province,Region X, PHP
7840,Annual Per Capita Poverty Threshold (in Pesos),2027,Misamis Occidental,37963.397245687105,Province,Region X, PHP
7841,Annual Per Capita Poverty Threshold (in Pesos),2024,Misamis Oriental,28238.332065596405,Province,Region X, PHP
7842,Annual Per Capita Poverty Threshold (in Pesos),2027,Misamis Oriental,25472.366027607426,Province,Region X, PHP
7843,Annual Per Capita Poverty Threshold (in Pesos),2024,Mt. Province,33842.34175140135,Province,CAR, PHP
7844,Annual Per Capita Poverty Threshold (in Pesos),2027,Mt. Province,32285.63344290022,Province,CAR, PHP
7845,Annual Per Capita Poverty Threshold (in Pesos),2024,NCR,30922.92164331643,Region,NCR, PHP
7846,Annual Per Capita Poverty Threshold (in Pesos),2027,NCR,27876.084383458485,Region,NCR, PHP
7847,Annual Per Capita Poverty Threshold (in Pesos),2024,Negros Occidental,31693.845173399088,Province,Region VI, PHP
7848,Annual Per Capita Poverty Threshold (in Pesos),2027,Negros Occidental,31491.878296045415,Province,Region VI, PHP
7849,Annual Per Capita Poverty Threshold (in Pesos),2024,Negros Oriental,19872.563507374318,Province,Region VII, PHP
7850,Annual Per Capita Poverty Threshold (in Pesos),2027,Negros Oriental,19872.563507374318,Province,Region VII, PHP
7851,Annual Per Capita Poverty Threshold (in Pesos),2024,North Cotabato,24143.424975843824,Province,Region XII, PHP
7852,Annual Per Capita Poverty Threshold (in Pesos),2027,North Cotabato,21026.967521037608,Province,Region XII, PHP
7853,Annual Per Capita Poverty Threshold (in Pesos),2024,Northern Samar,17483.289110210768,Province,Region VIII, PHP
7854,Annual Per Capita Poverty Threshold (in Pesos),2027,Northern Samar,15497.800548907668,Province,Region VIII, PHP
7855,Annual Per Capita Poverty Threshold (in Pesos),2024,Nueva Ecija,38905.266894497356,Province,Region III, PHP
7856,Annual Per Capita Poverty Threshold (in Pesos),2027,Nueva Ecija,40667.707138187405,Province,Region III, PHP
7857,Annual Per Capita Poverty Threshold (in Pesos),2024,Nueva Vizcaya,20405.375731761826,Province,Region II, PHP
7858,Annual Per Capita Poverty Threshold (in Pesos),2027,Nueva Vizcaya,20405.375731761826,Province,Region II, PHP
7859,Annual Per Capita Poverty Threshold (in Pesos),2024,Occidental Mindoro,23255.99354431791,Province,Region IV-B, PHP
7860,Annual Per Capita Poverty Threshold (in Pesos),2027,Occidental Mindoro,22499.44513053628,Province,Region IV-B, PHP
7861,Annual Per Capita Poverty Threshold (in Pesos),2024,Oriental Mindoro,21316.707421222432,Province,Region IV-B, PHP
7862,Annual Per Capita Poverty Threshold (in Pesos),2027,Oriental Mindoro,19107.45568708239,Province,Region IV-B, PHP
7863,Annual Per Capita Poverty Threshold (in Pesos),2024,PHILIPPINES,30123.076871778554,Country,Philippines, PHP
7864,Annual Per Capita Poverty Threshold (in Pesos),2027,PHILIPPINES,28109.015736041092,Country,Philippines, PHP
7865,Annual Per Capita Poverty Threshold (in Pesos),2024,Palawan,15501.471199797134,Province,Region IV-B, PHP
7866,Annual Per Capita Poverty Threshold (in Pesos),2027,Palawan,13071.233841965111,Province,Region IV-B, PHP
7867,Annual Per Capita Poverty Threshold (in Pesos),2024,Pampanga,28120.393662382117,Province,Region III, PHP
7868,Annual Per Capita Poverty Threshold (in Pesos),2027,Pampanga,26332.772454076156,Province,Region III, PHP
7869,Annual Per Capita Poverty Threshold (in Pesos),2024,Pangasinan,27018.138703594326,Province,Region I, PHP
7870,Annual Per Capita Poverty Threshold (in Pesos),2027,Pangasinan,26051.327695626995,Province,Region I, PHP
7871,Annual Per Capita Poverty Threshold (in Pesos),2024,Quezon,33986.51010151382,Province,Region IV-A, PHP
7872,Annual Per Capita Poverty Threshold (in Pesos),2027,Quezon,33712.535780198945,Province,Region IV-A, PHP
7873,Annual Per Capita Poverty Threshold (in Pesos),2024,Quirino,35983.40431187215,Province,Region II, PHP
7874,Annual Per Capita Poverty Threshold (in Pesos),2027,Quirino,38317.45834955866,Province,Region II, PHP
7875,Annual Per Capita Poverty Threshold (in Pesos),2024,Region I,27026.410373803457,Region,Region I, PHP
7876,Annual Per Capita Poverty Threshold (in Pesos),2027,Region I,26090.693777350076,Region,Region I, PHP
7877,Annual Per Capita Poverty Threshold (in Pesos),2024,Region II,31793.15958319034,Region,Region II, PHP
7878,Annual Per Capita Poverty Threshold (in Pesos),2027,Region II,30799.526254736284,Region,Region II, PHP
7879,Annual Per Capita Poverty Threshold (in Pesos),2024,Region III,37526.68309765569,Region,Region III, PHP
7880,Annual Per Capita Poverty Threshold (in Pesos),2027,Region III,36336.539632418804,Region,Region III, PHP
7881,Annual Per Capita Poverty Threshold (in Pesos),2024,Region IV-A,26630.25871419267,Region,Region IV-A, PHP
7882,Annual Per Capita Poverty Threshold (in Pesos),2027,Region IV-A,23009.72409396207,Region,Region IV-A, PHP
7883,Annual Per Capita Poverty Threshold (in Pesos),2024,Region IV-B,23986.11715884634,Region,Region IV-B, PHP
7884,Annual Per Capita Poverty Threshold (in Pesos),2027,Region IV-B,22897.925739841085,Region,Region IV-B, PHP
7885,Annual Per Capita Poverty Threshold (in Pesos),2024,Region IX,26964.428865674527,Region,Region IX, PHP
7886,Annual Per Capita Poverty Threshold (in Pesos),2027,Region IX,23976.14495999278,Region,Region IX, PHP
7887,Annual Per Capita Poverty Threshold (in Pesos),2024,Region V,28545.116133980606,Region,Region V, PHP
7888,Annual Per Capita Poverty Threshold (in Pesos),2027,Region V,26614.238944181336,Region,Region V, PHP
7889,Annual Per Capita Poverty Threshold (in Pesos),2024,Region VI,28408.377024154823,Region,Region VI, PHP
7890,Annual Per Capita Poverty Threshold (in Pesos),2027,Region VI,26783.77272355337,Region,Region VI, PHP
7891,Annual Per Capita Poverty Threshold (in Pesos),2024,Region VII,30613.63597903928,Region,Region VII, PHP
7892,Annual Per Capita Poverty Threshold (in Pesos),2027,Region VII,28846.33913072252,Region,Region VII, PHP
7893,Annual Per Capita Poverty Threshold (in Pesos),2024,Region VIII,21921.28699170701,Region,Region VIII, PHP
7894,Annual Per Capita Poverty Threshold (in Pesos),2027,Region VIII,18770.438712299954,Region,Region VIII, PHP
7895,Annual Per Capita Poverty Threshold (in Pesos),2024,Region X,37675.63587705788,Region,Region X, PHP
7896,Annual Per Capita Poverty Threshold (in Pesos),2027,Region X,39465.54761248936,Region,Region X, PHP
7897,Annual Per Capita Poverty Threshold (in Pesos),2024,Region XI,24599.78410197412,Region,Region XI, PHP
7898,Annual Per Capita Poverty Threshold (in Pesos),2027,Region XI,23903.234408609555,Region,Region XI, PHP
7899,Annual Per Capita Poverty Threshold (in Pesos),2024,Region XII,20627.04526523277,Region,Region XII, PHP
7900,Annual Per Capita Poverty Threshold (in Pesos),2027,Region XII,17681.733059622726,Region,Region XII, PHP
7901,Annual Per Capita Poverty Threshold (in Pesos),2024,Rizal,32260.98584237475,Province,Region IV-A, PHP
7902,Annual Per Capita Poverty Threshold (in Pesos),2027,Rizal,29455.538080599938,Province,Region IV-A, PHP
7903,Annual Per Capita Poverty Threshold (in Pesos),2024,Romblon,43175.25409592548,Province,Region IV-B, PHP
7904,Annual Per Capita Poverty Threshold (in Pesos),2027,Romblon,47831.63934365754,Province,Region IV-B, PHP
7905,Annual Per Capita Poverty Threshold (in Pesos),2024,Sarangani,19567.7488230309,Province,Region XII, PHP
7906,Annual Per Capita Poverty Threshold (in Pesos),2027,Sarangani,19567.7488230309,Province,Region XII, PHP
7907,Annual Per Capita Poverty Threshold (in Pesos),2024,Siquijor,16640.697890427185,Province,Region VII, PHP
7908,Annual Per Capita Poverty Threshold (in Pesos),2027,Siquijor,14801.753494715009,Province,Region VII, PHP
7909,Annual Per Capita Poverty Threshold (in Pesos),2024,Sorsogon,19210.081141170765,Province,Region V, PHP
7910,Annual Per Capita Poverty Threshold (in Pesos),2027,Sorsogon,17139.409426069175,Province,Region V, PHP
7911,Annual Per Capita Poverty Threshold (in Pesos),2024,South Cotabato,20805.5189703745,Province,Region XII, PHP
7912,Annual Per Capita Poverty Threshold (in Pesos),2027,South Cotabato,20805.5189703745,Province,Region XII, PHP
7913,Annual Per Capita Poverty Threshold (in Pesos),2024,Southern Leyte,25021.595778824667,Province,Region VIII, PHP
7914,Annual Per Capita Poverty Threshold (in Pesos),2027,Southern Leyte,24248.194243869773,Province,Region VIII, PHP
7915,Annual Per Capita Poverty Threshold (in Pesos),2024,Sultan Kudarat,21407.99623999894,Province,Region XII, PHP
7916,Annual Per Capita Poverty Threshold (in Pesos),2027,Sultan Kudarat,19492.270675133626,Province,Region XII, PHP
7917,Annual Per Capita Poverty Threshold (in Pesos),2024,Sulu,26538.294432239083,Province,ARMM, PHP
7918,Annual Per Capita Poverty Threshold (in Pesos),2027,Sulu,25477.79432859005,Province,ARMM, PHP
7919,Annual Per Capita Poverty Threshold (in Pesos),2024,Surigao Del Norte,21748.921769427434,Province,Region XIII, PHP
7920,Annual Per Capita Poverty Threshold (in Pesos),2027,Surigao Del Norte,21748.921769427434,Province,Region XIII, PHP
7921,Annual Per Capita Poverty Threshold (in Pesos),2024,Surigao Del Sur,20952.126199251805,Province,Region XIII, PHP
7922,Annual Per Capita Poverty Threshold (in Pesos),2027,Surigao Del Sur,20952.126199251805,Province,Region XIII, PHP
7923,Annual Per Capita Poverty Threshold (in Pesos),2024,Tarlac,29211.979666300944,Province,Region III, PHP
7924,Annual Per Capita Poverty Threshold (in Pesos),2027,Tarlac,26760.924815674338,Province,Region III, PHP
7925,Annual Per Capita Poverty Threshold (in Pesos),2024,Tawi-tawi,21852.242078842675,Province,ARMM, PHP
7926,Annual Per Capita Poverty Threshold (in Pesos),2027,Tawi-tawi,20965.79995274427,Province,ARMM, PHP
7927,Annual Per Capita Poverty Threshold (in Pesos),2024,Western Samar,21327.58865901144,Province,Region VIII, PHP
7928,Annual Per Capita Poverty Threshold (in Pesos),2027,Western Samar,19181.051635095006,Province,Region VIII, PHP
7929,Annual Per Capita Poverty Threshold (in Pesos),2024,Zambales,40727.023911037155,Province,Region III, PHP
7930,Annual Per Capita Poverty Threshold (in Pesos),2027,Zambales,42097.92211578249,Province,Region III, PHP
7931,Annual Per Capita Poverty Threshold (in Pesos),2024,Zamboanga Sibugay,21615.554748232695,Province,Region IX, PHP
