,Variable,Year,Province,Value,Admin_Lvl,Region,Unit
1865,Magnitude of Poor Families,1991,Masbate,,Province,Region V, families
1866,Magnitude of Poor Families,2006,Masbate,70711.0,Province,Region V, families
1867,Magnitude of Poor Families,2009,Masbate,74864.0,Province,Region V, families
1868,Magnitude of Poor Families,2012,Masbate,72903.0,Province,Region V, families
1869,Magnitude of Poor Families,2015,Masbate,69674.0,Province,Region V, families
1870,Poverty Incidence among Population (%),1991,Masbate,,Province,Region V,%
1871,Poverty Incidence among Population (%),2006,Masbate,53.6,Province,Region V,%
1872,Poverty Incidence among Population (%),2009,Masbate,56.3,Province,Region V,%
1873,Poverty Incidence among Population (%),2012,Masbate,51.3,Province,Region V,%
1874,Poverty Incidence among Population (%),2015,Masbate,45.4,Province,Region V,%
1875,Magnitude of Poor Population,1991,Masbate,,Province,Region V, people
1876,Magnitude of Poor Population,2006,Masbate,434050.0,Province,Region V, people
1877,Magnitude of Poor Population,2009,Masbate,481921.0,Province,Region V, people
1878,Magnitude of Poor Population,2012,Masbate,448333.0,Province,Region V, people
1879,Magnitude of Poor Population,2015,Masbate,424568.0,Province,Region V, people
1880,Subsistence Incidence among Population (%),1991,Masbate,,Province,Region V,%
1881,Subsistence Incidence among Population (%),2006,Masbate,28.6,Province,Region V,%
1882,Subsistence Incidence among Population (%),2009,Masbate,24.8,Province,Region V,%
1883,Subsistence Incidence among Population (%),2012,Masbate,20.3,Province,Region V,%
1884,Subsistence Incidence among Population (%),2015,Masbate,14.8,Province,Region V,%
1885,Magnitude of Subsistence Poor Population,1991,Masbate,,Province,Region V, people
1886,Magnitude of Subsistence Poor Population,2006,Masbate,232129.0,Province,Region V, people
1887,Magnitude of Subsistence Poor Population,2009,Masbate,212088.0,Province,Region V, people
1888,Magnitude of Subsistence Poor Population,2012,Masbate,176911.0,Province,Region V, people
1889,Magnitude of Subsistence Poor Population,2015,Masbate,138135.0,Province,Region V, people
1890,Annual Per Capita Poverty Threshold (in Pesos),1991,Misamis Occidental,,Province,Region X, PHP
1891,Annual Per Capita Poverty Threshold (in Pesos),2006,Misamis Occidental,12199.0,Province,Region X, PHP
1892,Annual Per Capita Poverty Threshold (in Pesos),2009,Misamis Occidental,15966.0,Province,Region X, PHP
1893,Annual Per Capita Poverty Threshold (in Pesos),2012,Misamis Occidental,18127.0,Province,Region X, PHP
1894,Annual Per Capita Poverty Threshold (in Pesos),2015,Misamis Occidental,20376.0,Province,Region X, PHP
1895,Poverty Incidence among Families (%),1991,Misamis Occidental,,Province,Region X,%
1896,Poverty Incidence among Families (%),2006,Misamis Occidental,37.1,Province,Region X,%
1897,Poverty Incidence among Families (%),2009,Misamis Occidental,37.9,Province,Region X,%
1898,Poverty Incidence among Families (%),2012,Misamis Occidental,33.8,Province,Region X,%
1899,Poverty Incidence among Families (%),2015,Misamis Occidental,30.1,Province,Region X,%
1900,Magnitude of Poor Families,1991,Misamis Occidental,,Province,Region X, families
1901,Magnitude of Poor Families,2006,Misamis Occidental,42596.0,Province,Region X, families
1902,Magnitude of Poor Families,2009,Misamis Occidental,46555.0,Province,Region X, families
1903,Magnitude of Poor Families,2012,Misamis Occidental,44405.0,Province,Region X, families
1904,Magnitude of Poor Families,2015,Misamis Occidental,36747.0,Province,Region X, families
1905,Poverty Incidence among Population (%),1991,Misamis Occidental,,Province,Region X,%
1906,Poverty Incidence among Population (%),2006,Misamis Occidental,44.0,Province,Region X,%
1907,Poverty Incidence among Population (%),2009,Misamis Occidental,46.5,Province,Region X,%
1908,Poverty Incidence among Population (%),2012,Misamis Occidental,42.8,Province,Region X,%
1909,Poverty Incidence among Population (%),2015,Misamis Occidental,36.9,Province,Region X,%
1910,Magnitude of Poor Population,1991,Misamis Occidental,,Province,Region X, people
1911,Magnitude of Poor Population,2006,Misamis Occidental,233664.0,Province,Region X, people
1912,Magnitude of Poor Population,2009,Misamis Occidental,255470.0,Province,Region X, people
1913,Magnitude of Poor Population,2012,Misamis Occidental,241738.0,Province,Region X, people
1914,Magnitude of Poor Population,2015,Misamis Occidental,197324.0,Province,Region X, people
1915,Subsistence Incidence among Population (%),1991,Misamis Occidental,,Province,Region X,%
1916,Subsistence Incidence among Population (%),2006,Misamis Occidental,23.0,Province,Region X,%
1917,Subsistence Incidence among Population (%),2009,Misamis Occidental,25.0,Province,Region X,%
1918,Subsistence Incidence among Population (%),2012,Misamis Occidental,19.2,Province,Region X,%
1919,Subsistence Incidence among Population (%),2015,Misamis Occidental,11.5,Province,Region X,%
1920,Magnitude of Subsistence Poor Population,1991,Misamis Occidental,,Province,Region X, people
1921,Magnitude of Subsistence Poor Population,2006,Misamis Occidental,122196.0,Province,Region X, people
1922,Magnitude of Subsistence Poor Population,2009,Misamis Occidental,137493.0,Province,Region X, people
1923,Magnitude of Subsistence Poor Population,2012,Misamis Occidental,108704.0,Province,Region X, people
1924,Magnitude of Subsistence Poor Population,2015,Misamis Occidental,61399.0,Province,Region X, people
1925,Annual Per Capita Poverty Threshold (in Pesos),1991,Misamis Oriental,,Province,Region X, PHP
1926,Annual Per Capita Poverty Threshold (in Pesos),2006,Misamis Oriental,13430.0,Province,Region X, PHP
1927,Annual Per Capita Poverty Threshold (in Pesos),2009,Misamis Oriental,17539.0,Province,Region X, PHP
1928,Annual Per Capita Poverty Threshold (in Pesos),2012,Misamis Oriental,18938.0,Province,Region X, PHP
1929,Annual Per Capita Poverty Threshold (in Pesos),2015,Misamis Oriental,21299.0,Province,Region X, PHP
1930,Poverty Incidence among Families (%),1991,Misamis Oriental,,Province,Region X,%
1931,Poverty Incidence among Families (%),2006,Misamis Oriental,26.5,Province,Region X,%
1932,Poverty Incidence among Families (%),2009,Misamis Oriental,25.0,Province,Region X,%
1933,Poverty Incidence among Families (%),2012,Misamis Oriental,19.1,Province,Region X,%
1934,Poverty Incidence among Families (%),2015,Misamis Oriental,14.9,Province,Region X,%
1935,Magnitude of Poor Families,1991,Misamis Oriental,,Province,Region X, families
1936,Magnitude of Poor Families,2006,Misamis Oriental,72773.0,Province,Region X, families
1937,Magnitude of Poor Families,2009,Misamis Oriental,75752.0,Province,Region X, families
1938,Magnitude of Poor Families,2012,Misamis Oriental,63513.0,Province,Region X, families
1939,Magnitude of Poor Families,2015,Misamis Oriental,58319.0,Province,Region X, families
1940,Poverty Incidence among Population (%),1991,Misamis Oriental,,Province,Region X,%
1941,Poverty Incidence among Population (%),2006,Misamis Oriental,32.0,Province,Region X,%
1942,Poverty Incidence among Population (%),2009,Misamis Oriental,28.9,Province,Region X,%
1943,Poverty Incidence among Population (%),2012,Misamis Oriental,23.4,Province,Region X,%
1944,Poverty Incidence among Population (%),2015,Misamis Oriental,19.3,Province,Region X,%
1945,Magnitude of Poor Population,1991,Misamis Oriental,,Province,Region X, people
1946,Magnitude of Poor Population,2006,Misamis Oriental,422063.0,Province,Region X, people
1947,Magnitude of Poor Population,2009,Misamis Oriental,392663.0,Province,Region X, people
1948,Magnitude of Poor Population,2012,Misamis Oriental,361628.0,Province,Region X, people
1949,Magnitude of Poor Population,2015,Misamis Oriental,338972.0,Province,Region X, people
1950,Subsistence Incidence among Population (%),1991,Misamis Oriental,,Province,Region X,%
1951,Subsistence Incidence among Population (%),2006,Misamis Oriental,19.3,Province,Region X,%
1952,Subsistence Incidence among Population (%),2009,Misamis Oriental,15.3,Province,Region X,%
1953,Subsistence Incidence among Population (%),2012,Misamis Oriental,10.9,Province,Region X,%
1954,Subsistence Incidence among Population (%),2015,Misamis Oriental,6.9,Province,Region X,%
1955,Magnitude of Subsistence Poor Population,1991,Misamis Oriental,,Province,Region X, people
1956,Magnitude of Subsistence Poor Population,2006,Misamis Oriental,254834.0,Province,Region X, people
1957,Magnitude of Subsistence Poor Population,2009,Misamis Oriental,207620.0,Province,Region X, people
1958,Magnitude of Subsistence Poor Population,2012,Misamis Oriental,168193.0,Province,Region X, people
1959,Magnitude of Subsistence Poor Population,2015,Misamis Oriental,121517.0,Province,Region X, people
1960,Annual Per Capita Poverty Threshold (in Pesos),1991,Mt. Province,,Province,CAR, PHP
1961,Annual Per Capita Poverty Threshold (in Pesos),2006,Mt. Province,14910.0,Province,CAR, PHP
1962,Annual Per Capita Poverty Threshold (in Pesos),2009,Mt. Province,18118.0,Province,CAR, PHP
1963,Annual Per Capita Poverty Threshold (in Pesos),2012,Mt. Province,21138.0,Province,CAR, PHP
1964,Annual Per Capita Poverty Threshold (in Pesos),2015,Mt. Province,23620.0,Province,CAR, PHP
1965,Poverty Incidence among Families (%),1991,Mt. Province,,Province,CAR,%
1966,Poverty Incidence among Families (%),2006,Mt. Province,38.5,Province,CAR,%
1967,Poverty Incidence among Families (%),2009,Mt. Province,39.3,Province,CAR,%
1968,Poverty Incidence among Families (%),2012,Mt. Province,27.9,Province,CAR,%
1969,Poverty Incidence among Families (%),2015,Mt. Province,29.5,Province,CAR,%
1970,Magnitude of Poor Families,1991,Mt. Province,,Province,CAR, families
1971,Magnitude of Poor Families,2006,Mt. Province,11920.0,Province,CAR, families
1972,Magnitude of Poor Families,2009,Mt. Province,12803.0,Province,CAR, families
1973,Magnitude of Poor Families,2012,Mt. Province,9586.0,Province,CAR, families
1974,Magnitude of Poor Families,2015,Mt. Province,11615.0,Province,CAR, families
1975,Poverty Incidence among Population (%),1991,Mt. Province,,Province,CAR,%
1976,Poverty Incidence among Population (%),2006,Mt. Province,44.1,Province,CAR,%
1977,Poverty Incidence among Population (%),2009,Mt. Province,52.2,Province,CAR,%
1978,Poverty Incidence among Population (%),2012,Mt. Province,37.6,Province,CAR,%
1979,Poverty Incidence among Population (%),2015,Mt. Province,39.0,Province,CAR,%
1980,Magnitude of Poor Population,1991,Mt. Province,,Province,CAR, people
1981,Magnitude of Poor Population,2006,Mt. Province,62931.0,Province,CAR, people
1982,Magnitude of Poor Population,2009,Mt. Province,74191.0,Province,CAR, people
1983,Magnitude of Poor Population,2012,Mt. Province,59186.0,Province,CAR, people
1984,Magnitude of Poor Population,2015,Mt. Province,63332.0,Province,CAR, people
1985,Subsistence Incidence among Population (%),1991,Mt. Province,,Province,CAR,%
1986,Subsistence Incidence among Population (%),2006,Mt. Province,27.9,Province,CAR,%
1987,Subsistence Incidence among Population (%),2009,Mt. Province,25.5,Province,CAR,%
1988,Subsistence Incidence among Population (%),2012,Mt. Province,13.7,Province,CAR,%
1989,Subsistence Incidence among Population (%),2015,Mt. Province,14.1,Province,CAR,%
1990,Magnitude of Subsistence Poor Population,1991,Mt. Province,,Province,CAR, people
1991,Magnitude of Subsistence Poor Population,2006,Mt. Province,39822.0,Province,CAR, people
1992,Magnitude of Subsistence Poor Population,2009,Mt. Province,36201.0,Province,CAR, people
1993,Magnitude of Subsistence Poor Population,2012,Mt. Province,21553.0,Province,CAR, people
1994,Magnitude of Subsistence Poor Population,2015,Mt. Province,22932.0,Province,CAR, people
1995,Annual Per Capita Poverty Threshold (in Pesos),1991,NCR,7373.0,Region,NCR, PHP
1996,Annual Per Capita Poverty Threshold (in Pesos),2006,NCR,15699.0,Region,NCR, PHP
1997,Annual Per Capita Poverty Threshold (in Pesos),2009,NCR,19227.0,Region,NCR, PHP
1998,Annual Per Capita Poverty Threshold (in Pesos),2012,NCR,20344.0,Region,NCR, PHP
1999,Annual Per Capita Poverty Threshold (in Pesos),2015,NCR,25007.0,Region,NCR, PHP
2000,Poverty Incidence among Families (%),1991,NCR,5.3,Region,NCR,%
2001,Poverty Incidence among Families (%),2006,NCR,2.9,Region,NCR,%
2002,Poverty Incidence among Families (%),2009,NCR,2.4,Region,NCR,%
2003,Poverty Incidence among Families (%),2012,NCR,2.6,Region,NCR,%
2004,Poverty Incidence among Families (%),2015,NCR,2.7,Region,NCR,%
2005,Magnitude of Poor Families,1991,NCR,86388.0,Region,NCR, families
2006,Magnitude of Poor Families,2006,NCR,73353.0,Region,NCR, families
2007,Magnitude of Poor Families,2009,NCR,63974.0,Region,NCR, families
2008,Magnitude of Poor Families,2012,NCR,76530.0,Region,NCR, families
2009,Magnitude of Poor Families,2015,NCR,80246.0,Region,NCR, families
2010,Poverty Incidence among Population (%),1991,NCR,7.1,Region,NCR,%
2011,Poverty Incidence among Population (%),2006,NCR,4.7,Region,NCR,%
2012,Poverty Incidence among Population (%),2009,NCR,3.6,Region,NCR,%
2013,Poverty Incidence among Population (%),2012,NCR,3.9,Region,NCR,%
2014,Poverty Incidence among Population (%),2015,NCR,3.9,Region,NCR,%
2015,Magnitude of Poor Population,1991,NCR,626484.0,Region,NCR, people
2016,Magnitude of Poor Population,2006,NCR,499874.0,Region,NCR, people
2017,Magnitude of Poor Population,2009,NCR,403458.0,Region,NCR, people
2018,Magnitude of Poor Population,2012,NCR,460831.0,Region,NCR, people
2019,Magnitude of Poor Population,2015,NCR,494630.0,Region,NCR, people
2020,Subsistence Incidence among Population (%),1991,NCR,1.5,Region,NCR,%
2021,Subsistence Incidence among Population (%),2006,NCR,0.9,Region,NCR,%
2022,Subsistence Incidence among Population (%),2009,NCR,0.5,Region,NCR,%
2023,Subsistence Incidence among Population (%),2012,NCR,0.5,Region,NCR,%
2024,Subsistence Incidence among Population (%),2015,NCR,0.7,Region,NCR,%
2025,Magnitude of Subsistence Poor Population,1991,NCR,135543.0,Region,NCR, people
2026,Magnitude of Subsistence Poor Population,2006,NCR,92132.0,Region,NCR, people
2027,Magnitude of Subsistence Poor Population,2009,NCR,55634.0,Region,NCR, people
2028,Magnitude of Subsistence Poor Population,2012,NCR,58193.0,Region,NCR, people
2029,Magnitude of Subsistence Poor Population,2015,NCR,82747.0,Region,NCR, people
2030,Annual Per Capita Poverty Threshold (in Pesos),1991,Negros Occidental,,Province,Region VI, PHP
2031,Annual Per Capita Poverty Threshold (in Pesos),2006,Negros Occidental,11826.0,Province,Region VI, PHP
2032,Annual Per Capita Poverty Threshold (in Pesos),2009,Negros Occidental,14921.0,Province,Region VI, PHP
2033,Annual Per Capita Poverty Threshold (in Pesos),2012,Negros Occidental,17243.0,Province,Region VI, PHP
2034,Annual Per Capita Poverty Threshold (in Pesos),2015,Negros Occidental,20464.0,Province,Region VI, PHP
2035,Poverty Incidence among Families (%),1991,Negros Occidental,,Province,Region VI,%
2036,Poverty Incidence among Families (%),2006,Negros Occidental,21.6,Province,Region VI,%
2037,Poverty Incidence among Families (%),2009,Negros Occidental,22.9,Province,Region VI,%
2038,Poverty Incidence among Families (%),2012,Negros Occidental,24.9,Province,Region VI,%
2039,Poverty Incidence among Families (%),2015,Negros Occidental,21.9,Province,Region VI,%
2040,Magnitude of Poor Families,1991,Negros Occidental,,Province,Region VI, families
2041,Magnitude of Poor Families,2006,Negros Occidental,125256.0,Province,Region VI, families
2042,Magnitude of Poor Families,2009,Negros Occidental,141585.0,Province,Region VI, families
2043,Magnitude of Poor Families,2012,Negros Occidental,164827.0,Province,Region VI, families
2044,Magnitude of Poor Families,2015,Negros Occidental,145182.0,Province,Region VI, families
2045,Poverty Incidence among Population (%),1991,Negros Occidental,,Province,Region VI,%
2046,Poverty Incidence among Population (%),2006,Negros Occidental,28.2,Province,Region VI,%
2047,Poverty Incidence among Population (%),2009,Negros Occidental,30.4,Province,Region VI,%
2048,Poverty Incidence among Population (%),2012,Negros Occidental,32.3,Province,Region VI,%
2049,Poverty Incidence among Population (%),2015,Negros Occidental,29.0,Province,Region VI,%
2050,Magnitude of Poor Population,1991,Negros Occidental,,Province,Region VI, people
2051,Magnitude of Poor Population,2006,Negros Occidental,776097.0,Province,Region VI, people
2052,Magnitude of Poor Population,2009,Negros Occidental,884100.0,Province,Region VI, people
2053,Magnitude of Poor Population,2012,Negros Occidental,961694.0,Province,Region VI, people
2054,Magnitude of Poor Population,2015,Negros Occidental,867141.0,Province,Region VI, people
2055,Subsistence Incidence among Population (%),1991,Negros Occidental,,Province,Region VI,%
2056,Subsistence Incidence among Population (%),2006,Negros Occidental,10.5,Province,Region VI,%
2057,Subsistence Incidence among Population (%),2009,Negros Occidental,9.0,Province,Region VI,%
2058,Subsistence Incidence among Population (%),2012,Negros Occidental,12.3,Province,Region VI,%
2059,Subsistence Incidence among Population (%),2015,Negros Occidental,9.4,Province,Region VI,%
2060,Magnitude of Subsistence Poor Population,1991,Negros Occidental,,Province,Region VI, people
2061,Magnitude of Subsistence Poor Population,2006,Negros Occidental,289878.0,Province,Region VI, people
2062,Magnitude of Subsistence Poor Population,2009,Negros Occidental,260376.0,Province,Region VI, people
2063,Magnitude of Subsistence Poor Population,2012,Negros Occidental,367310.0,Province,Region VI, people
2064,Magnitude of Subsistence Poor Population,2015,Negros Occidental,281940.0,Province,Region VI, people
2065,Annual Per Capita Poverty Threshold (in Pesos),1991,Negros Oriental,,Province,Region VII, PHP
2066,Annual Per Capita Poverty Threshold (in Pesos),2006,Negros Oriental,11518.0,Province,Region VII, PHP
2067,Annual Per Capita Poverty Threshold (in Pesos),2009,Negros Oriental,13625.0,Province,Region VII, PHP
2068,Annual Per Capita Poverty Threshold (in Pesos),2012,Negros Oriental,18589.0,Province,Region VII, PHP
2069,Annual Per Capita Poverty Threshold (in Pesos),2015,Negros Oriental,22823.0,Province,Region VII, PHP
2070,Poverty Incidence among Families (%),1991,Negros Oriental,,Province,Region VII,%
2071,Poverty Incidence among Families (%),2006,Negros Oriental,38.2,Province,Region VII,%
2072,Poverty Incidence among Families (%),2009,Negros Oriental,28.0,Province,Region VII,%
2073,Poverty Incidence among Families (%),2012,Negros Oriental,43.9,Province,Region VII,%
2074,Poverty Incidence among Families (%),2015,Negros Oriental,38.7,Province,Region VII,%
2075,Magnitude of Poor Families,1991,Negros Oriental,,Province,Region VII, families
2076,Magnitude of Poor Families,2006,Negros Oriental,99734.0,Province,Region VII, families
2077,Magnitude of Poor Families,2009,Negros Oriental,78122.0,Province,Region VII, families
2078,Magnitude of Poor Families,2012,Negros Oriental,131317.0,Province,Region VII, families
2079,Magnitude of Poor Families,2015,Negros Oriental,138029.0,Province,Region VII, families
2080,Poverty Incidence among Population (%),1991,Negros Oriental,,Province,Region VII,%
2081,Poverty Incidence among Population (%),2006,Negros Oriental,42.9,Province,Region VII,%
2082,Poverty Incidence among Population (%),2009,Negros Oriental,33.2,Province,Region VII,%
2083,Poverty Incidence among Population (%),2012,Negros Oriental,50.1,Province,Region VII,%
2084,Poverty Incidence among Population (%),2015,Negros Oriental,45.0,Province,Region VII,%
2085,Magnitude of Poor Population,1991,Negros Oriental,,Province,Region VII, people
2086,Magnitude of Poor Population,2006,Negros Oriental,526025.0,Province,Region VII, people
2087,Magnitude of Poor Population,2009,Negros Oriental,397815.0,Province,Region VII, people
2088,Magnitude of Poor Population,2012,Negros Oriental,638466.0,Province,Region VII, people
2089,Magnitude of Poor Population,2015,Negros Oriental,694293.0,Province,Region VII, people
2090,Subsistence Incidence among Population (%),1991,Negros Oriental,,Province,Region VII,%
2091,Subsistence Incidence among Population (%),2006,Negros Oriental,22.4,Province,Region VII,%
2092,Subsistence Incidence among Population (%),2009,Negros Oriental,14.6,Province,Region VII,%
2093,Subsistence Incidence among Population (%),2012,Negros Oriental,29.4,Province,Region VII,%
2094,Subsistence Incidence among Population (%),2015,Negros Oriental,24.2,Province,Region VII,%
2095,Magnitude of Subsistence Poor Population,1991,Negros Oriental,,Province,Region VII, people
2096,Magnitude of Subsistence Poor Population,2006,Negros Oriental,273902.0,Province,Region VII, people
2097,Magnitude of Subsistence Poor Population,2009,Negros Oriental,174760.0,Province,Region VII, people
2098,Magnitude of Subsistence Poor Population,2012,Negros Oriental,375009.0,Province,Region VII, people
2099,Magnitude of Subsistence Poor Population,2015,Negros Oriental,374135.0,Province,Region VII, people
2100,Annual Per Capita Poverty Threshold (in Pesos),1991,North Cotabato,,Province,Region XII, PHP
2101,Annual Per Capita Poverty Threshold (in Pesos),2006,North Cotabato,12077.0,Province,Region XII, PHP
2102,Annual Per Capita Poverty Threshold (in Pesos),2009,North Cotabato,14862.0,Province,Region XII, PHP
2103,Annual Per Capita Poverty Threshold (in Pesos),2012,North Cotabato,18340.0,Province,Region XII, PHP
2104,Annual Per Capita Poverty Threshold (in Pesos),2015,North Cotabato,20555.0,Province,Region XII, PHP
2105,Poverty Incidence among Families (%),1991,North Cotabato,,Province,Region XII,%
2106,Poverty Incidence among Families (%),2006,North Cotabato,25.6,Province,Region XII,%
2107,Poverty Incidence among Families (%),2009,North Cotabato,23.4,Province,Region XII,%
2108,Poverty Incidence among Families (%),2012,North Cotabato,44.8,Province,Region XII,%
2109,Poverty Incidence among Families (%),2015,North Cotabato,34.5,Province,Region XII,%
2110,Magnitude of Poor Families,1991,North Cotabato,,Province,Region XII, families
2111,Magnitude of Poor Families,2006,North Cotabato,60532.0,Province,Region XII, families
2112,Magnitude of Poor Families,2009,North Cotabato,61568.0,Province,Region XII, families
2113,Magnitude of Poor Families,2012,North Cotabato,131744.0,Province,Region XII, families
2114,Magnitude of Poor Families,2015,North Cotabato,109146.0,Province,Region XII, families
2115,Poverty Incidence among Population (%),1991,North Cotabato,,Province,Region XII,%
2116,Poverty Incidence among Population (%),2006,North Cotabato,31.4,Province,Region XII,%
2117,Poverty Incidence among Population (%),2009,North Cotabato,30.6,Province,Region XII,%
2118,Poverty Incidence among Population (%),2012,North Cotabato,52.4,Province,Region XII,%
2119,Poverty Incidence among Population (%),2015,North Cotabato,41.4,Province,Region XII,%
2120,Magnitude of Poor Population,1991,North Cotabato,,Province,Region XII, people
2121,Magnitude of Poor Population,2006,North Cotabato,331158.0,Province,Region XII, people
2122,Magnitude of Poor Population,2009,North Cotabato,361554.0,Province,Region XII, people
2123,Magnitude of Poor Population,2012,North Cotabato,708062.0,Province,Region XII, people
2124,Magnitude of Poor Population,2015,North Cotabato,615923.0,Province,Region XII, people
2125,Subsistence Incidence among Population (%),1991,North Cotabato,,Province,Region XII,%
2126,Subsistence Incidence among Population (%),2006,North Cotabato,14.0,Province,Region XII,%
2127,Subsistence Incidence among Population (%),2009,North Cotabato,13.2,Province,Region XII,%
2128,Subsistence Incidence among Population (%),2012,North Cotabato,32.6,Province,Region XII,%
2129,Subsistence Incidence among Population (%),2015,North Cotabato,22.7,Province,Region XII,%
2130,Magnitude of Subsistence Poor Population,1991,North Cotabato,,Province,Region XII, people
2131,Magnitude of Subsistence Poor Population,2006,North Cotabato,147219.0,Province,Region XII, people
2132,Magnitude of Subsistence Poor Population,2009,North Cotabato,155375.0,Province,Region XII, people
2133,Magnitude of Subsistence Poor Population,2012,North Cotabato,441309.0,Province,Region XII, people
2134,Magnitude of Subsistence Poor Population,2015,North Cotabato,337875.0,Province,Region XII, people
2135,Annual Per Capita Poverty Threshold (in Pesos),1991,Northern Samar,,Province,Region VIII, PHP
2136,Annual Per Capita Poverty Threshold (in Pesos),2006,Northern Samar,12959.0,Province,Region VIII, PHP
2137,Annual Per Capita Poverty Threshold (in Pesos),2009,Northern Samar,16883.0,Province,Region VIII, PHP
2138,Annual Per Capita Poverty Threshold (in Pesos),2012,Northern Samar,19197.0,Province,Region VIII, PHP
2139,Annual Per Capita Poverty Threshold (in Pesos),2015,Northern Samar,21574.0,Province,Region VIII, PHP
2140,Poverty Incidence among Families (%),1991,Northern Samar,,Province,Region VIII,%
2141,Poverty Incidence among Families (%),2006,Northern Samar,44.6,Province,Region VIII,%
2142,Poverty Incidence among Families (%),2009,Northern Samar,42.8,Province,Region VIII,%
2143,Poverty Incidence among Families (%),2012,Northern Samar,43.5,Province,Region VIII,%
2144,Poverty Incidence among Families (%),2015,Northern Samar,47.9,Province,Region VIII,%
2145,Magnitude of Poor Families,1991,Northern Samar,,Province,Region VIII, families
2146,Magnitude of Poor Families,2006,Northern Samar,47317.0,Province,Region VIII, families
2147,Magnitude of Poor Families,2009,Northern Samar,48079.0,Province,Region VIII, families
2148,Magnitude of Poor Families,2012,Northern Samar,51663.0,Province,Region VIII, families
2149,Magnitude of Poor Families,2015,Northern Samar,57003.0,Province,Region VIII, families
2150,Poverty Incidence among Population (%),1991,Northern Samar,,Province,Region VIII,%
2151,Poverty Incidence among Population (%),2006,Northern Samar,53.4,Province,Region VIII,%
2152,Poverty Incidence among Population (%),2009,Northern Samar,52.1,Province,Region VIII,%
2153,Poverty Incidence among Population (%),2012,Northern Samar,50.2,Province,Region VIII,%
2154,Poverty Incidence among Population (%),2015,Northern Samar,56.2,Province,Region VIII,%
2155,Magnitude of Poor Population,1991,Northern Samar,,Province,Region VIII, people
2156,Magnitude of Poor Population,2006,Northern Samar,294039.0,Province,Region VIII, people
2157,Magnitude of Poor Population,2009,Northern Samar,303403.0,Province,Region VIII, people
2158,Magnitude of Poor Population,2012,Northern Samar,309089.0,Province,Region VIII, people
2159,Magnitude of Poor Population,2015,Northern Samar,337064.0,Province,Region VIII, people
2160,Subsistence Incidence among Population (%),1991,Northern Samar,,Province,Region VIII,%
2161,Subsistence Incidence among Population (%),2006,Northern Samar,35.0,Province,Region VIII,%
2162,Subsistence Incidence among Population (%),2009,Northern Samar,27.9,Province,Region VIII,%
2163,Subsistence Incidence among Population (%),2012,Northern Samar,23.7,Province,Region VIII,%
2164,Subsistence Incidence among Population (%),2015,Northern Samar,29.3,Province,Region VIII,%
2165,Magnitude of Subsistence Poor Population,1991,Northern Samar,,Province,Region VIII, people
2166,Magnitude of Subsistence Poor Population,2006,Northern Samar,192862.0,Province,Region VIII, people
2167,Magnitude of Subsistence Poor Population,2009,Northern Samar,162360.0,Province,Region VIII, people
2168,Magnitude of Subsistence Poor Population,2012,Northern Samar,146222.0,Province,Region VIII, people
2169,Magnitude of Subsistence Poor Population,2015,Northern Samar,175868.0,Province,Region VIII, people
2170,Annual Per Capita Poverty Threshold (in Pesos),1991,Nueva Ecija,,Province,Region III, PHP
2171,Annual Per Capita Poverty Threshold (in Pesos),2006,Nueva Ecija,14857.0,Province,Region III, PHP
2172,Annual Per Capita Poverty Threshold (in Pesos),2009,Nueva Ecija,18732.0,Province,Region III, PHP
2173,Annual Per Capita Poverty Threshold (in Pesos),2012,Nueva Ecija,20847.0,Province,Region III, PHP
2174,Annual Per Capita Poverty Threshold (in Pesos),2015,Nueva Ecija,23403.0,Province,Region III, PHP
2175,Poverty Incidence among Families (%),1991,Nueva Ecija,,Province,Region III,%
2176,Poverty Incidence among Families (%),2006,Nueva Ecija,21.6,Province,Region III,%
2177,Poverty Incidence among Families (%),2009,Nueva Ecija,24.9,Province,Region III,%
2178,Poverty Incidence among Families (%),2012,Nueva Ecija,19.6,Province,Region III,%
2179,Poverty Incidence among Families (%),2015,Nueva Ecija,18.6,Province,Region III,%
2180,Magnitude of Poor Families,1991,Nueva Ecija,,Province,Region III, families
2181,Magnitude of Poor Families,2006,Nueva Ecija,85958.0,Province,Region III, families
2182,Magnitude of Poor Families,2009,Nueva Ecija,107224.0,Province,Region III, families
2183,Magnitude of Poor Families,2012,Nueva Ecija,91168.0,Province,Region III, families
2184,Magnitude of Poor Families,2015,Nueva Ecija,105793.0,Province,Region III, families
2185,Poverty Incidence among Population (%),1991,Nueva Ecija,,Province,Region III,%
2186,Poverty Incidence among Population (%),2006,Nueva Ecija,26.5,Province,Region III,%
2187,Poverty Incidence among Population (%),2009,Nueva Ecija,29.9,Province,Region III,%
2188,Poverty Incidence among Population (%),2012,Nueva Ecija,25.2,Province,Region III,%
2189,Poverty Incidence among Population (%),2015,Nueva Ecija,22.6,Province,Region III,%
2190,Magnitude of Poor Population,1991,Nueva Ecija,,Province,Region III, people
2191,Magnitude of Poor Population,2006,Nueva Ecija,469219.0,Province,Region III, people
2192,Magnitude of Poor Population,2009,Nueva Ecija,560167.0,Province,Region III, people
2193,Magnitude of Poor Population,2012,Nueva Ecija,488808.0,Province,Region III, people
2194,Magnitude of Poor Population,2015,Nueva Ecija,547711.0,Province,Region III, people
